query_id;dop;actual_time;predicted_time_mapping;thread_wise_time;actual_memory;predicted_memory_mapping;thread_wise_memory;q_error_mapping;q_error_thread_wise;q_error_mem_mapping;q_error_mem_thread_wise;mapping_inference_time;thread_wise_inference_time;memory_mapping_inference_time;memory_thread_wise_inference_time;time_difference_thread_wise;time_difference_thread_wise_ratio;memory_difference_thread_wise;memory_difference_thread_wise_ratio;q_error_improvement_thread_wise;q_error_mem_improvement_thread_wise
41;64;1736.41;2048.3521560000004;3114.528456;5481472;6478871;1243777.0;0.17964775369872332;0.7936595942202589;0.18195824041425368;3.4071179962324436;0.011062145233154297;0.006883382797241211;0.008049488067626953;0.0069119930267333984;1066.1762999999996;0.5205043951436636;-5235094.0;-0.8080256575566946;-0.6140118405215356;-3.22515975581819
42;64;244952.411;244948.933;244948.933;64512;4660;4660.0;1.4198877935189813e-05;1.4198877935189813e-05;12.843776824034334;12.843776824034334;0.00394749641418457;0.0024547576904296875;0.0025370121002197266;0.0023784637451171875;0.0;0.0;0.0;0.0;0.0;0.0
43;64;1474.163;1532.5825999999997;1555.6840375999998;2148352;2494970;182400.0;0.03962899625075367;0.055299880406711965;0.16134134443517634;10.778245614035088;0.0073359012603759766;0.004219770431518555;0.004752635955810547;0.004156589508056641;23.101437600000054;0.015073535090376244;-2312570.0;-0.9268929085319663;-0.015670884155958298;-10.616904269599912
44;64;1672.6149999999998;2021.6609599999997;2059.0003999999994;2500608;2528139;207040.0;0.20868278713272326;0.2310067768135522;0.011009722435503688;11.077897990726429;0.007094144821166992;0.0041675567626953125;0.004985809326171875;0.0041882991790771484;37.33943999999974;0.01846968445193686;-2321099.0;-0.918105768709711;-0.022323989680828937;-11.066888268290926
45;64;405.2060000000001;782.231;1416.025;1602560;2302349;128256.0;0.9304526586476998;2.494580534345493;0.43666945387380185;11.49500998003992;0.013900995254516602;0.00891876220703125;0.010042667388916016;0.00875711441040039;633.7940000000001;0.8102389191939466;-2174093.0;-0.9442934151164746;-1.5641278756977934;-11.05834052616612
47;64;4919.272;4700.581050000001;9700.884750000001;3698688;4370281;331902.0;0.0465242376790842;0.972016336970186;0.18157600749238645;10.143915975197498;0.013411760330200195;0.008674144744873047;0.008989810943603516;0.008168220520019531;5000.3037;1.063762893738424;-4038379.0;-0.9240547690182851;-0.9254920992911018;-9.96233996770511
48;64;15009994.928;15063387.398;30018401.980000008;249856;329561;329561.0;0.0035571277842607607;0.9998942120895038;0.3190037461577868;0.3190037461577868;0.010672569274902344;0.006459712982177734;0.00719451904296875;0.006584882736206055;14955014.582000008;0.9928055481057082;0.0;0.0;-0.996337084305243;0.0
50;64;5909.700000000001;9784.810547;22683.012247399995;9888768;12980233;1438965.0;0.6557203490870938;2.8382679742457304;0.31262387791886703;5.872139350157926;0.026765823364257812;0.01733112335205078;0.019070863723754883;0.017697572708129883;12898.201700399995;1.3181861456024364;-11541268.0;-0.8891418204896631;-2.1825476251586364;-5.55951547223906
52;64;1485.963;1485.3067;1546.1726845;2169856;2553487;240716.0;0.0004418616033980971;0.0405189661519163;0.1768002116269467;8.014174379767029;0.010133743286132812;0.006277322769165039;0.006498098373413086;0.00422215461730957;60.86598449999997;0.040978731530666335;-2312771.0;-0.9057304775783076;-0.040077104548518205;-7.837374168140082
53;64;3913.475;3856.979;4852.2772;887808;1096088;92288.0;0.014647733368524873;0.23988966327879968;0.23460027393310257;8.619972260748959;0.009156942367553711;0.0058231353759765625;0.006206035614013672;0.005692481994628906;995.2982000000006;0.25805123647289774;-1003800.0;-0.9158023808307362;-0.2252419299102748;-8.385371986815857
56;64;2517790.514;2517772.918;5035492.217999999;111616;94263;94263.0;6.988716048983434e-06;0.9999647270098497;0.18409131896926678;0.18409131896926678;0.019013643264770508;0.011796951293945312;0.01332402229309082;0.011832237243652344;2517719.2999999993;0.999978704195435;0.0;0.0;-0.9999577382938007;0.0
58;64;4265.061;3598.1459999999997;8295.8560778;2515968;3870509;239168.0;0.18534962172185332;0.9450732540050424;0.5383776741198616;9.51966818303452;0.021202564239501953;0.013159990310668945;0.014731645584106445;0.013250112533569336;4697.710077799999;1.3055918458561715;-3631341.0;-0.9382076104202316;-0.7597236322831891;-8.98129050891466
59;64;177337.12;191855.87099999998;351943.488;228352;163709;163709.0;0.0818709077941493;0.9846013513696401;0.39486527924549053;0.39486527924549053;0.01276707649230957;0.007900238037109375;0.00883340835571289;0.007869482040405273;160087.61700000003;0.8344160445316788;0.0;0.0;-0.9027304435754908;0.0
60;64;4924840.864;4924821.3379999995;9849528.403;121856;100053;100053.0;3.9648138805414845e-06;0.9999688670143394;0.21791450531218448;0.21791450531218448;0.019171953201293945;0.011747360229492188;0.013313770294189453;0.011663675308227539;4924707.065000001;0.9999767965186642;0.0;0.0;-0.9999649022004589;0.0
